,cha,con,dex,int,result,str,wis
470,13.0,3.0,9.0,12.0,succeed,7.0,19.0
471,15.0,16.0,14.0,15.0,succeed,3.0,14.0
472,15.0,20.0,13.0,7.0,fail,12.0,7.0
473,11.0,16.0,15.0,12.0,succeed,15.0,15.0
474,16.0,6.0,15.0,11.0,succeed,17.0,10.0
475,11.0,15.0,11.0,14.0,succeed,15.0,10.0
476,7.0,13.0,10.0,14.0,fail,11.0,11.0
477,9.0,15.0,18.0,15.0,fail,6.0,6.0
478,13.0,18.0,19.0,14.0,succeed,13.0,11.0
479,18.0,10.0,6.0,4.0,succeed,14.0,9.0
480,8.0,17.0,18.0,6.0,fail,7.0,8.0
481,10.0,17.0,8.0,7.0,fail,18.0,11.0
482,13.0,11.0,17.0,3.0,fail,11.0,13.0
483,19.0,13.0,15.0,12.0,succeed,9.0,12.0
484,10.0,14.0,10.0,10.0,succeed,16.0,11.0
485,9.0,9.0,10.0,19.0,succeed,18.0,18.0
486,8.0,15.0,12.0,6.0,succeed,14.0,5.0
487,17.0,6.0,18.0,14.0,fail,6.0,14.0
488,11.0,13.0,11.0,12.0,succeed,20.0,9.0
489,16.0,10.0,13.0,10.0,fail,5.0,14.0
490,10.0,17.0,19.0,11.0,succeed,9.0,7.0
491,19.0,17.0,19.0,7.0,succeed,9.0,4.0
492,8.0,10.0,10.0,18.0,succeed,10.0,12.0
493,12.0,5.0,15.0,8.0,succeed,12.0,13.0
494,17.0,15.0,6.0,16.0,succeed,11.0,14.0
495,11.0,12.0,7.0,16.0,fail,7.0,17.0
496,13.0,5.0,9.0,15.0,succeed,18.0,5.0
497,15.0,9.0,13.0,13.0,fail,6.0,5.0
498,15.0,3.0,8.0,15.0,fail,15.0,8.0
499,15.0,15.0,12.0,15.0,succeed,13.0,10.0
500,14.0,8.0,9.0,13.0,succeed,17.0,18.0
501,12.0,7.0,8.0,5.0,succeed,13.0,15.0
502,18.0,12.0,8.0,13.0,succeed,9.0,16.0
503,15.0,10.0,9.0,14.0,succeed,18.0,8.0
504,15.0,16.0,18.0,11.0,succeed,13.0,2.0
505,14.0,13.0,18.0,10.0,fail,16.0,6.0
506,12.0,18.0,17.0,17.0,succeed,10.0,13.0
507,13.0,12.0,18.0,13.0,succeed,8.0,10.0
508,16.0,13.0,13.0,13.0,succeed,8.0,15.0
509,11.0,12.0,10.0,7.0,fail,7.0,20.0
510,11.0,7.0,8.0,12.0,succeed,8.0,17.0
511,11.0,13.0,8.0,10.0,succeed,11.0,17.0
512,6.0,16.0,14.0,14.0,fail,11.0,11.0
513,12.0,11.0,12.0,11.0,fail,9.0,7.0
514,12.0,13.0,6.0,15.0,succeed,17.0,12.0
515,14.0,7.0,7.0,14.0,fail,12.0,9.0
516,14.0,9.0,13.0,10.0,succeed,20.0,11.0
517,12.0,12.0,13.0,12.0,succeed,6.0,12.0
518,5.0,11.0,15.0,17.0,succeed,9.0,5.0
519,8.0,6.0,11.0,10.0,fail,15.0,10.0
520,14.0,13.0,17.0,5.0,succeed,9.0,17.0
521,10.0,12.0,12.0,17.0,succeed,10.0,13.0
522,12.0,4.0,13.0,16.0,fail,13.0,7.0
523,11.0,16.0,18.0,14.0,succeed,10.0,8.0
524,13.0,11.0,9.0,13.0,succeed,13.0,15.0
525,10.0,7.0,17.0,15.0,fail,8.0,15.0
526,12.0,15.0,11.0,15.0,succeed,14.0,9.0
527,9.0,17.0,17.0,14.0,succeed,10.0,13.0
528,13.0,11.0,17.0,15.0,succeed,3.0,9.0
529,12.0,8.0,8.0,14.0,succeed,11.0,15.0
530,11.0,9.0,9.0,10.0,succeed,13.0,11.0
531,10.0,6.0,17.0,16.0,succeed,13.0,15.0
532,10.0,15.0,5.0,12.0,succeed,16.0,12.0
533,12.0,13.0,7.0,14.0,succeed,11.0,17.0
534,17.0,2.0,13.0,11.0,succeed,11.0,12.0
535,4.0,13.0,13.0,5.0,succeed,13.0,16.0
536,11.0,16.0,9.0,11.0,succeed,14.0,12.0
537,7.0,14.0,9.0,13.0,succeed,7.0,11.0
538,18.0,4.0,16.0,7.0,succeed,12.0,9.0
539,17.0,16.0,15.0,15.0,succeed,12.0,11.0
540,13.0,9.0,16.0,5.0,fail,15.0,12.0
541,11.0,11.0,13.0,16.0,succeed,2.0,11.0
542,8.0,17.0,5.0,18.0,succeed,9.0,7.0
543,11.0,8.0,13.0,6.0,fail,8.0,17.0
544,18.0,11.0,14.0,6.0,succeed,11.0,16.0
545,15.0,9.0,11.0,16.0,succeed,5.0,7.0
546,8.0,10.0,14.0,4.0,succeed,5.0,19.0
547,19.0,13.0,8.0,11.0,fail,17.0,2.0
548,13.0,16.0,9.0,10.0,succeed,6.0,6.0
549,11.0,13.0,18.0,8.0,succeed,10.0,7.0
550,7.0,6.0,12.0,16.0,fail,12.0,9.0
551,14.0,13.0,16.0,13.0,succeed,6.0,18.0
552,11.0,9.0,9.0,9.0,fail,11.0,11.0
553,11.0,9.0,7.0,12.0,succeed,17.0,11.0
554,9.0,6.0,16.0,12.0,fail,10.0,9.0
555,10.0,12.0,9.0,10.0,succeed,11.0,15.0
556,6.0,14.0,7.0,14.0,succeed,15.0,9.0
557,9.0,12.0,19.0,4.0,fail,12.0,10.0
558,14.0,15.0,12.0,12.0,succeed,20.0,13.0
559,12.0,8.0,10.0,2.0,succeed,14.0,14.0
560,10.0,7.0,13.0,14.0,succeed,12.0,15.0
561,19.0,20.0,9.0,9.0,succeed,12.0,19.0
562,4.0,20.0,13.0,8.0,succeed,17.0,18.0
563,10.0,11.0,5.0,7.0,fail,18.0,10.0
564,12.0,9.0,17.0,11.0,fail,12.0,6.0
565,12.0,16.0,17.0,15.0,fail,6.0,14.0
566,10.0,17.0,9.0,10.0,fail,13.0,4.0
567,9.0,13.0,9.0,9.0,succeed,7.0,15.0
568,9.0,8.0,9.0,12.0,succeed,11.0,19.0
569,10.0,11.0,4.0,19.0,fail,3.0,17.0
570,12.0,6.0,12.0,12.0,succeed,8.0,13.0
571,13.0,6.0,3.0,12.0,succeed,16.0,10.0
572,18.0,10.0,11.0,10.0,succeed,4.0,8.0
573,10.0,13.0,16.0,4.0,fail,4.0,18.0
574,13.0,17.0,14.0,5.0,fail,8.0,13.0
575,5.0,19.0,11.0,9.0,fail,10.0,11.0
576,10.0,13.0,9.0,16.0,succeed,5.0,16.0
577,17.0,12.0,9.0,9.0,fail,13.0,5.0
578,10.0,15.0,14.0,5.0,fail,10.0,8.0
579,9.0,15.0,7.0,13.0,fail,12.0,6.0
580,20.0,10.0,8.0,8.0,fail,16.0,3.0
581,18.0,11.0,11.0,11.0,succeed,4.0,15.0
582,7.0,17.0,9.0,5.0,succeed,13.0,19.0
583,12.0,10.0,17.0,9.0,succeed,15.0,13.0
584,19.0,13.0,10.0,7.0,succeed,9.0,7.0
585,2.0,16.0,11.0,13.0,fail,9.0,13.0
586,6.0,9.0,14.0,15.0,fail,18.0,11.0
587,5.0,14.0,9.0,12.0,succeed,17.0,11.0
588,11.0,20.0,10.0,17.0,succeed,11.0,9.0
589,18.0,5.0,13.0,10.0,fail,4.0,18.0
590,12.0,14.0,6.0,6.0,succeed,16.0,11.0
591,14.0,14.0,3.0,16.0,succeed,5.0,14.0
592,8.0,10.0,15.0,15.0,succeed,9.0,15.0
593,9.0,9.0,9.0,10.0,fail,13.0,14.0
594,12.0,9.0,8.0,13.0,succeed,12.0,17.0
595,12.0,19.0,8.0,16.0,succeed,14.0,9.0
596,20.0,15.0,11.0,3.0,succeed,10.0,10.0
597,6.0,15.0,15.0,9.0,succeed,13.0,11.0
598,15.0,13.0,7.0,15.0,succeed,6.0,20.0
599,11.0,18.0,15.0,16.0,succeed,7.0,12.0
600,7.0,14.0,10.0,18.0,fail,7.0,8.0
601,7.0,13.0,10.0,14.0,succeed,10.0,13.0
602,19.0,11.0,19.0,11.0,succeed,17.0,18.0
603,9.0,14.0,8.0,10.0,fail,6.0,13.0
604,15.0,14.0,9.0,9.0,succeed,16.0,14.0
605,17.0,7.0,8.0,10.0,succeed,11.0,13.0
606,8.0,18.0,10.0,10.0,succeed,8.0,8.0
607,12.0,6.0,12.0,12.0,fail,10.0,18.0
608,12.0,11.0,5.0,10.0,succeed,9.0,16.0
609,5.0,9.0,16.0,11.0,fail,10.0,17.0
610,12.0,13.0,8.0,15.0,succeed,3.0,9.0
611,8.0,7.0,5.0,12.0,fail,17.0,12.0
612,12.0,8.0,8.0,12.0,fail,13.0,14.0
613,12.0,10.0,5.0,11.0,succeed,17.0,8.0
614,19.0,12.0,9.0,11.0,succeed,13.0,11.0
615,17.0,15.0,9.0,10.0,succeed,17.0,12.0
616,13.0,17.0,11.0,13.0,succeed,11.0,11.0
617,15.0,12.0,11.0,9.0,fail,7.0,8.0
618,10.0,13.0,14.0,9.0,succeed,11.0,11.0
619,14.0,12.0,16.0,10.0,succeed,12.0,6.0
620,13.0,17.0,8.0,13.0,succeed,11.0,14.0
621,8.0,18.0,15.0,6.0,succeed,10.0,11.0
622,16.0,16.0,10.0,12.0,succeed,12.0,15.0
623,8.0,4.0,16.0,18.0,fail,10.0,7.0
624,14.0,12.0,13.0,13.0,succeed,13.0,11.0
625,13.0,11.0,12.0,10.0,succeed,9.0,8.0
626,13.0,17.0,11.0,10.0,succeed,14.0,15.0
627,10.0,7.0,11.0,16.0,fail,13.0,13.0
628,11.0,16.0,2.0,8.0,succeed,10.0,19.0
629,9.0,12.0,19.0,18.0,succeed,9.0,10.0
630,17.0,15.0,6.0,10.0,succeed,12.0,15.0
631,5.0,12.0,12.0,8.0,fail,15.0,8.0
632,18.0,9.0,15.0,7.0,fail,16.0,6.0
633,14.0,11.0,14.0,16.0,succeed,12.0,15.0
634,20.0,17.0,10.0,19.0,succeed,12.0,14.0
635,18.0,6.0,18.0,2.0,fail,10.0,8.0
636,19.0,4.0,15.0,9.0,succeed,6.0,10.0
637,11.0,9.0,18.0,11.0,fail,10.0,8.0
638,17.0,6.0,15.0,7.0,succeed,8.0,13.0
639,9.0,15.0,6.0,14.0,succeed,11.0,15.0
640,16.0,12.0,14.0,13.0,succeed,18.0,16.0
641,16.0,10.0,15.0,16.0,succeed,12.0,12.0
642,11.0,14.0,19.0,9.0,succeed,13.0,19.0
643,9.0,10.0,13.0,14.0,succeed,5.0,15.0
644,15.0,6.0,12.0,11.0,succeed,12.0,9.0
645,20.0,9.0,12.0,8.0,succeed,9.0,13.0
646,10.0,13.0,11.0,12.0,succeed,9.0,16.0
647,6.0,5.0,13.0,15.0,fail,11.0,11.0
648,6.0,7.0,17.0,16.0,fail,14.0,12.0
649,12.0,8.0,2.0,19.0,succeed,13.0,9.0
650,8.0,13.0,12.0,12.0,succeed,14.0,6.0
651,13.0,11.0,18.0,13.0,succeed,8.0,8.0
652,17.0,15.0,10.0,12.0,succeed,16.0,12.0
653,16.0,13.0,12.0,13.0,succeed,13.0,16.0
654,12.0,10.0,9.0,11.0,succeed,20.0,14.0
655,10.0,17.0,14.0,12.0,succeed,10.0,7.0
656,6.0,16.0,6.0,15.0,succeed,15.0,14.0
657,7.0,17.0,8.0,11.0,succeed,9.0,12.0
658,19.0,12.0,11.0,14.0,fail,7.0,4.0
659,11.0,7.0,12.0,9.0,fail,16.0,11.0
660,7.0,7.0,15.0,12.0,fail,7.0,13.0
661,19.0,12.0,12.0,8.0,succeed,12.0,11.0
662,14.0,10.0,15.0,15.0,succeed,16.0,8.0
663,11.0,11.0,12.0,4.0,fail,10.0,13.0
664,7.0,4.0,10.0,7.0,succeed,20.0,13.0
665,13.0,10.0,17.0,11.0,succeed,14.0,10.0
666,5.0,8.0,15.0,16.0,succeed,15.0,12.0
667,9.0,14.0,3.0,20.0,succeed,13.0,8.0
668,17.0,12.0,8.0,6.0,fail,9.0,18.0
669,18.0,12.0,15.0,4.0,fail,14.0,8.0
670,13.0,12.0,13.0,8.0,succeed,9.0,18.0
671,7.0,10.0,10.0,19.0,fail,8.0,15.0
672,19.0,8.0,7.0,12.0,succeed,12.0,7.0
673,13.0,10.0,11.0,11.0,fail,4.0,15.0
674,17.0,10.0,16.0,19.0,fail,14.0,15.0
675,17.0,9.0,15.0,11.0,succeed,12.0,12.0
676,12.0,16.0,8.0,12.0,fail,2.0,14.0
677,8.0,14.0,8.0,6.0,fail,18.0,10.0
678,19.0,9.0,7.0,11.0,succeed,10.0,13.0
679,8.0,7.0,17.0,13.0,fail,12.0,12.0
680,16.0,11.0,19.0,10.0,succeed,4.0,16.0
681,12.0,16.0,11.0,7.0,fail,6.0,16.0
682,12.0,8.0,10.0,9.0,succeed,13.0,14.0
683,16.0,12.0,3.0,18.0,succeed,11.0,11.0
684,12.0,13.0,17.0,7.0,succeed,11.0,18.0
685,13.0,14.0,16.0,19.0,fail,13.0,7.0
686,6.0,12.0,16.0,17.0,succeed,16.0,8.0
687,12.0,12.0,10.0,15.0,succeed,12.0,15.0
688,10.0,12.0,10.0,7.0,succeed,18.0,12.0
689,12.0,12.0,9.0,9.0,fail,19.0,5.0
690,13.0,11.0,15.0,12.0,fail,11.0,5.0
691,9.0,11.0,17.0,15.0,succeed,11.0,8.0
692,19.0,13.0,10.0,12.0,succeed,10.0,9.0
693,19.0,7.0,8.0,14.0,succeed,11.0,15.0
694,11.0,6.0,11.0,10.0,fail,19.0,4.0
695,18.0,8.0,14.0,18.0,fail,13.0,7.0
696,3.0,11.0,16.0,13.0,fail,5.0,15.0
697,8.0,12.0,5.0,11.0,succeed,15.0,9.0
698,9.0,9.0,13.0,9.0,fail,17.0,4.0
699,16.0,16.0,11.0,7.0,succeed,15.0,8.0
700,17.0,4.0,19.0,8.0,succeed,5.0,11.0
701,17.0,10.0,11.0,7.0,fail,6.0,15.0
702,13.0,16.0,7.0,2.0,succeed,16.0,16.0
703,12.0,10.0,7.0,11.0,fail,12.0,8.0
704,13.0,12.0,13.0,9.0,fail,14.0,9.0
705,17.0,10.0,9.0,5.0,fail,11.0,11.0
706,11.0,15.0,13.0,11.0,succeed,20.0,7.0
707,16.0,13.0,13.0,9.0,succeed,17.0,5.0
708,10.0,13.0,6.0,15.0,succeed,15.0,8.0
709,7.0,9.0,6.0,11.0,succeed,12.0,16.0
710,18.0,11.0,12.0,11.0,succeed,10.0,9.0
711,3.0,5.0,14.0,7.0,fail,20.0,14.0
712,17.0,12.0,16.0,16.0,succeed,20.0,14.0
713,16.0,8.0,14.0,13.0,succeed,17.0,17.0
714,11.0,11.0,8.0,11.0,succeed,11.0,17.0
715,9.0,8.0,13.0,15.0,fail,3.0,13.0
716,9.0,11.0,10.0,12.0,fail,17.0,10.0
717,12.0,9.0,9.0,16.0,fail,9.0,8.0
718,17.0,13.0,15.0,17.0,succeed,11.0,17.0
719,11.0,17.0,5.0,10.0,succeed,18.0,5.0
720,11.0,10.0,18.0,19.0,fail,14.0,9.0
721,10.0,12.0,14.0,18.0,succeed,19.0,15.0
722,9.0,5.0,17.0,14.0,fail,9.0,13.0
723,12.0,13.0,17.0,11.0,succeed,5.0,9.0
724,11.0,12.0,11.0,9.0,fail,16.0,6.0
725,7.0,14.0,11.0,10.0,succeed,13.0,10.0
726,10.0,11.0,11.0,14.0,fail,2.0,14.0
727,9.0,6.0,19.0,10.0,fail,8.0,13.0
728,13.0,9.0,8.0,10.0,succeed,9.0,13.0
729,15.0,10.0,15.0,4.0,fail,10.0,12.0
730,15.0,6.0,9.0,13.0,succeed,20.0,13.0
731,14.0,8.0,17.0,2.0,succeed,17.0,17.0
732,10.0,10.0,4.0,16.0,succeed,15.0,10.0
733,9.0,14.0,12.0,8.0,succeed,15.0,10.0
734,16.0,12.0,8.0,16.0,fail,5.0,17.0
735,11.0,17.0,16.0,3.0,succeed,10.0,12.0
736,7.0,9.0,15.0,15.0,succeed,16.0,5.0
737,12.0,7.0,10.0,7.0,fail,9.0,19.0
738,12.0,12.0,7.0,13.0,succeed,12.0,8.0
739,13.0,10.0,12.0,16.0,succeed,7.0,16.0
740,3.0,12.0,15.0,17.0,succeed,7.0,13.0
741,12.0,9.0,10.0,18.0,succeed,6.0,12.0
742,11.0,17.0,4.0,15.0,succeed,11.0,9.0
743,9.0,15.0,10.0,12.0,succeed,11.0,8.0
744,9.0,12.0,13.0,11.0,succeed,12.0,11.0
745,17.0,11.0,6.0,13.0,succeed,12.0,4.0
746,5.0,5.0,17.0,8.0,fail,16.0,9.0
747,10.0,11.0,19.0,9.0,fail,4.0,14.0
748,16.0,11.0,9.0,11.0,succeed,7.0,12.0
749,12.0,15.0,12.0,15.0,succeed,8.0,16.0
750,10.0,14.0,7.0,15.0,succeed,8.0,9.0
751,11.0,13.0,10.0,2.0,succeed,11.0,16.0
752,11.0,19.0,12.0,11.0,succeed,17.0,12.0
753,12.0,12.0,11.0,12.0,fail,16.0,12.0
754,11.0,17.0,11.0,11.0,succeed,13.0,11.0
755,12.0,18.0,10.0,13.0,succeed,16.0,16.0
756,11.0,5.0,13.0,16.0,fail,14.0,7.0
757,19.0,9.0,10.0,14.0,succeed,7.0,9.0
758,11.0,4.0,13.0,11.0,fail,15.0,9.0
759,17.0,8.0,13.0,9.0,succeed,10.0,4.0
760,8.0,13.0,10.0,13.0,succeed,17.0,13.0
761,8.0,13.0,14.0,10.0,fail,7.0,12.0
762,12.0,16.0,12.0,20.0,fail,14.0,3.0
763,6.0,15.0,16.0,13.0,fail,4.0,12.0
764,2.0,13.0,11.0,18.0,succeed,8.0,10.0
765,10.0,14.0,14.0,3.0,fail,6.0,14.0
766,15.0,4.0,14.0,16.0,fail,12.0,8.0
767,16.0,11.0,17.0,11.0,succeed,19.0,17.0
768,14.0,6.0,9.0,8.0,fail,17.0,10.0
769,13.0,17.0,11.0,4.0,succeed,10.0,16.0
770,19.0,12.0,11.0,6.0,succeed,15.0,14.0
771,13.0,15.0,9.0,11.0,fail,10.0,7.0
772,20.0,5.0,12.0,10.0,succeed,15.0,10.0
773,5.0,18.0,12.0,12.0,succeed,18.0,11.0
774,5.0,14.0,13.0,13.0,fail,15.0,14.0
775,7.0,13.0,9.0,12.0,succeed,14.0,13.0
776,17.0,11.0,17.0,17.0,succeed,7.0,8.0
777,13.0,11.0,4.0,15.0,succeed,14.0,13.0
778,6.0,9.0,14.0,11.0,succeed,9.0,15.0
779,7.0,10.0,15.0,10.0,fail,14.0,10.0
780,12.0,13.0,12.0,14.0,succeed,8.0,9.0
781,16.0,14.0,15.0,10.0,succeed,7.0,10.0
782,8.0,8.0,17.0,3.0,succeed,19.0,14.0
783,11.0,14.0,10.0,12.0,succeed,15.0,7.0
784,11.0,13.0,8.0,18.0,succeed,11.0,8.0
785,14.0,12.0,13.0,12.0,succeed,9.0,11.0
786,15.0,13.0,6.0,6.0,succeed,9.0,12.0
787,12.0,14.0,17.0,2.0,fail,6.0,17.0
788,17.0,13.0,16.0,9.0,succeed,16.0,16.0
789,13.0,12.0,11.0,10.0,succeed,12.0,6.0
790,18.0,13.0,11.0,11.0,succeed,11.0,3.0
791,3.0,9.0,16.0,14.0,fail,17.0,12.0
792,14.0,11.0,7.0,6.0,succeed,10.0,15.0
793,15.0,15.0,11.0,10.0,succeed,10.0,19.0
794,11.0,5.0,7.0,7.0,succeed,12.0,19.0
795,8.0,12.0,4.0,17.0,succeed,11.0,11.0
796,17.0,14.0,18.0,12.0,succeed,9.0,18.0
797,10.0,10.0,12.0,8.0,succeed,18.0,8.0
798,13.0,7.0,12.0,12.0,succeed,18.0,18.0
799,16.0,8.0,10.0,3.0,fail,15.0,12.0
800,10.0,13.0,5.0,14.0,succeed,9.0,14.0
801,11.0,16.0,13.0,5.0,fail,12.0,6.0
802,12.0,9.0,11.0,14.0,fail,7.0,12.0
803,13.0,8.0,10.0,9.0,succeed,5.0,19.0
804,12.0,5.0,15.0,19.0,fail,11.0,7.0
805,15.0,11.0,10.0,5.0,fail,8.0,12.0
806,18.0,11.0,19.0,10.0,succeed,14.0,11.0
807,10.0,12.0,15.0,12.0,fail,13.0,5.0
808,14.0,14.0,19.0,12.0,fail,3.0,9.0
809,18.0,16.0,18.0,4.0,succeed,6.0,8.0
810,9.0,12.0,14.0,8.0,fail,10.0,9.0
811,10.0,11.0,13.0,10.0,fail,7.0,12.0
812,8.0,12.0,12.0,14.0,succeed,18.0,14.0
813,13.0,16.0,11.0,17.0,succeed,14.0,11.0
814,9.0,9.0,10.0,12.0,fail,11.0,11.0
815,10.0,12.0,13.0,10.0,succeed,8.0,10.0
816,20.0,11.0,5.0,11.0,succeed,13.0,4.0
817,13.0,16.0,5.0,14.0,succeed,6.0,12.0
818,9.0,14.0,15.0,6.0,fail,17.0,15.0
819,14.0,8.0,13.0,8.0,succeed,14.0,9.0
820,12.0,11.0,14.0,11.0,fail,14.0,11.0
821,12.0,14.0,11.0,12.0,fail,13.0,10.0
822,18.0,9.0,11.0,4.0,succeed,9.0,16.0
823,20.0,16.0,15.0,12.0,succeed,4.0,7.0
824,13.0,9.0,19.0,9.0,fail,4.0,11.0
825,14.0,12.0,15.0,17.0,succeed,11.0,15.0
826,18.0,9.0,14.0,6.0,succeed,14.0,16.0
827,10.0,7.0,14.0,2.0,fail,14.0,14.0
828,10.0,18.0,12.0,10.0,succeed,20.0,16.0
829,7.0,13.0,11.0,10.0,fail,10.0,12.0
830,11.0,15.0,9.0,10.0,succeed,5.0,12.0
831,13.0,6.0,9.0,13.0,fail,12.0,9.0
832,17.0,11.0,9.0,11.0,succeed,9.0,18.0
833,15.0,15.0,10.0,12.0,succeed,15.0,12.0
834,7.0,15.0,16.0,16.0,succeed,10.0,13.0
835,13.0,6.0,6.0,14.0,succeed,7.0,19.0
836,12.0,11.0,13.0,12.0,fail,4.0,8.0
837,4.0,12.0,8.0,16.0,fail,13.0,10.0
838,10.0,12.0,13.0,16.0,fail,10.0,7.0
839,11.0,15.0,8.0,9.0,succeed,10.0,17.0
840,12.0,11.0,12.0,9.0,succeed,13.0,9.0
841,14.0,8.0,7.0,14.0,succeed,7.0,10.0
842,4.0,18.0,8.0,12.0,fail,6.0,14.0
843,12.0,6.0,20.0,7.0,fail,11.0,13.0
844,13.0,10.0,15.0,11.0,succeed,19.0,9.0
845,6.0,8.0,12.0,13.0,fail,16.0,9.0
846,12.0,13.0,18.0,11.0,succeed,7.0,15.0
847,4.0,12.0,14.0,18.0,succeed,3.0,10.0
848,14.0,7.0,5.0,16.0,fail,15.0,14.0
849,10.0,9.0,6.0,13.0,succeed,16.0,15.0
850,10.0,17.0,12.0,10.0,fail,15.0,2.0
851,2.0,8.0,17.0,18.0,succeed,11.0,7.0
852,12.0,14.0,9.0,12.0,fail,12.0,10.0
853,9.0,17.0,10.0,10.0,fail,14.0,11.0
854,8.0,11.0,9.0,13.0,fail,10.0,14.0
855,20.0,12.0,20.0,8.0,succeed,15.0,11.0
856,12.0,19.0,18.0,20.0,succeed,9.0,17.0
857,13.0,12.0,10.0,12.0,fail,7.0,13.0
858,10.0,12.0,11.0,11.0,fail,9.0,13.0
859,15.0,3.0,17.0,16.0,fail,16.0,20.0
860,19.0,9.0,7.0,10.0,fail,7.0,19.0
861,4.0,8.0,13.0,20.0,fail,18.0,5.0
862,13.0,13.0,2.0,18.0,succeed,6.0,13.0
863,11.0,11.0,12.0,6.0,succeed,9.0,17.0
864,16.0,8.0,17.0,7.0,succeed,11.0,15.0
865,15.0,9.0,7.0,11.0,fail,16.0,3.0
866,10.0,11.0,18.0,8.0,fail,7.0,11.0
867,7.0,14.0,17.0,20.0,succeed,10.0,8.0
868,13.0,13.0,19.0,19.0,fail,14.0,6.0
869,11.0,13.0,10.0,4.0,succeed,4.0,18.0
870,18.0,11.0,11.0,10.0,succeed,18.0,10.0
871,13.0,8.0,12.0,10.0,succeed,8.0,15.0
872,9.0,20.0,12.0,13.0,fail,4.0,4.0
873,14.0,11.0,11.0,5.0,succeed,15.0,19.0
874,4.0,17.0,16.0,11.0,fail,5.0,17.0
875,14.0,10.0,10.0,13.0,fail,14.0,4.0
876,17.0,16.0,20.0,2.0,succeed,11.0,10.0
877,12.0,17.0,2.0,11.0,succeed,12.0,20.0
878,13.0,11.0,9.0,17.0,succeed,16.0,15.0
879,20.0,4.0,5.0,17.0,succeed,10.0,14.0
880,16.0,20.0,18.0,13.0,succeed,10.0,6.0
881,11.0,10.0,9.0,6.0,succeed,10.0,14.0
882,3.0,19.0,11.0,6.0,succeed,11.0,11.0
883,11.0,17.0,12.0,12.0,succeed,11.0,10.0
884,6.0,8.0,14.0,13.0,succeed,15.0,14.0
885,19.0,4.0,9.0,13.0,succeed,13.0,11.0
886,9.0,10.0,14.0,12.0,succeed,8.0,16.0
887,9.0,12.0,12.0,12.0,fail,11.0,11.0
888,18.0,12.0,17.0,11.0,succeed,12.0,9.0
889,9.0,14.0,15.0,10.0,succeed,17.0,19.0
890,12.0,11.0,5.0,15.0,succeed,15.0,11.0
891,13.0,17.0,16.0,17.0,succeed,10.0,12.0
892,16.0,11.0,5.0,7.0,succeed,10.0,14.0
893,10.0,10.0,9.0,18.0,succeed,14.0,15.0
894,19.0,7.0,16.0,12.0,succeed,7.0,15.0
895,19.0,10.0,5.0,13.0,succeed,9.0,12.0
896,11.0,14.0,6.0,10.0,succeed,13.0,8.0
897,16.0,9.0,14.0,14.0,fail,10.0,9.0
898,12.0,11.0,14.0,9.0,succeed,16.0,17.0
899,18.0,9.0,8.0,14.0,fail,3.0,9.0
900,16.0,15.0,12.0,17.0,succeed,11.0,9.0
901,9.0,11.0,11.0,9.0,fail,13.0,10.0
902,4.0,4.0,10.0,16.0,succeed,12.0,15.0
903,13.0,16.0,3.0,4.0,succeed,17.0,18.0
904,12.0,9.0,13.0,12.0,succeed,15.0,11.0
905,13.0,18.0,11.0,15.0,fail,9.0,5.0
906,15.0,12.0,17.0,5.0,fail,13.0,11.0
907,16.0,18.0,12.0,5.0,succeed,17.0,4.0
908,16.0,11.0,10.0,17.0,succeed,8.0,17.0
909,8.0,7.0,6.0,20.0,fail,9.0,10.0
910,8.0,11.0,15.0,11.0,fail,17.0,7.0
911,6.0,6.0,14.0,12.0,succeed,19.0,13.0
912,9.0,13.0,20.0,8.0,succeed,16.0,11.0
913,7.0,12.0,17.0,17.0,fail,13.0,15.0
914,18.0,13.0,17.0,12.0,succeed,10.0,10.0
915,14.0,7.0,18.0,16.0,succeed,10.0,10.0
916,16.0,12.0,13.0,14.0,succeed,16.0,8.0
917,5.0,13.0,9.0,9.0,fail,13.0,11.0
918,14.0,7.0,15.0,17.0,succeed,14.0,17.0
919,10.0,16.0,19.0,11.0,succeed,5.0,19.0
920,12.0,7.0,15.0,16.0,fail,11.0,8.0
921,8.0,11.0,17.0,9.0,succeed,11.0,12.0
922,10.0,6.0,13.0,9.0,fail,10.0,17.0
923,10.0,7.0,16.0,12.0,fail,12.0,12.0
924,14.0,19.0,10.0,12.0,succeed,6.0,11.0
925,19.0,5.0,19.0,12.0,succeed,8.0,6.0
926,10.0,7.0,18.0,7.0,succeed,11.0,18.0
927,11.0,12.0,20.0,10.0,succeed,17.0,9.0
928,15.0,18.0,11.0,6.0,succeed,8.0,10.0
929,6.0,12.0,19.0,12.0,fail,13.0,11.0
930,16.0,12.0,14.0,9.0,succeed,17.0,9.0
931,6.0,16.0,10.0,12.0,succeed,16.0,12.0
932,18.0,5.0,15.0,10.0,fail,13.0,11.0
933,4.0,12.0,13.0,16.0,succeed,8.0,11.0
934,14.0,10.0,11.0,17.0,succeed,8.0,14.0
935,14.0,19.0,8.0,11.0,succeed,15.0,8.0
936,10.0,10.0,17.0,5.0,fail,12.0,11.0
937,17.0,10.0,11.0,17.0,succeed,16.0,7.0
938,13.0,10.0,15.0,11.0,fail,3.0,10.0
939,10.0,11.0,19.0,9.0,fail,4.0,7.0
940,16.0,8.0,13.0,20.0,succeed,13.0,9.0
