,cha,con,dex,int,str,wis,result
790,18,13,11,11,11,3,succeed
791,3,9,16,14,17,12,fail
792,14,11,7,6,10,15,succeed
793,15,15,11,10,10,19,succeed
794,11,5,7,7,12,19,succeed
795,8,12,4,17,11,11,succeed
796,17,14,18,12,9,18,succeed
797,10,10,12,8,18,8,succeed
798,13,7,12,12,18,18,succeed
799,16,8,10,3,15,12,fail
800,10,13,5,14,9,14,succeed
801,11,16,13,5,12,6,fail
802,12,9,11,14,7,12,fail
803,13,8,10,9,5,19,succeed
804,12,5,15,19,11,7,fail
805,15,11,10,5,8,12,fail
806,18,11,19,10,14,11,succeed
807,10,12,15,12,13,5,fail
808,14,14,19,12,3,9,fail
809,18,16,18,4,6,8,succeed
810,9,12,14,8,10,9,fail
811,10,11,13,10,7,12,fail
812,8,12,12,14,18,14,succeed
813,13,16,11,17,14,11,succeed
814,9,9,10,12,11,11,fail
815,10,12,13,10,8,10,succeed
816,20,11,5,11,13,4,succeed
817,13,16,5,14,6,12,succeed
818,9,14,15,6,17,15,fail
819,14,8,13,8,14,9,succeed
820,12,11,14,11,14,11,fail
821,12,14,11,12,13,10,fail
822,18,9,11,4,9,16,succeed
823,20,16,15,12,4,7,succeed
824,13,9,19,9,4,11,fail
825,14,12,15,17,11,15,succeed
826,18,9,14,6,14,16,succeed
827,10,7,14,2,14,14,fail
828,10,18,12,10,20,16,succeed
829,7,13,11,10,10,12,fail
830,11,15,9,10,5,12,succeed
831,13,6,9,13,12,9,fail
832,17,11,9,11,9,18,succeed
833,15,15,10,12,15,12,succeed
834,7,15,16,16,10,13,succeed
835,13,6,6,14,7,19,succeed
836,12,11,13,12,4,8,fail
837,4,12,8,16,13,10,fail
838,10,12,13,16,10,7,fail
839,11,15,8,9,10,17,succeed
840,12,11,12,9,13,9,succeed
841,14,8,7,14,7,10,succeed
842,4,18,8,12,6,14,fail
843,12,6,20,7,11,13,fail
844,13,10,15,11,19,9,succeed
845,6,8,12,13,16,9,fail
846,12,13,18,11,7,15,succeed
847,4,12,14,18,3,10,succeed
848,14,7,5,16,15,14,fail
849,10,9,6,13,16,15,succeed
850,10,17,12,10,15,2,fail
851,2,8,17,18,11,7,succeed
852,12,14,9,12,12,10,fail
853,9,17,10,10,14,11,fail
854,8,11,9,13,10,14,fail
855,20,12,20,8,15,11,succeed
856,12,19,18,20,9,17,succeed
857,13,12,10,12,7,13,fail
858,10,12,11,11,9,13,fail
859,15,3,17,16,16,20,fail
860,19,9,7,10,7,19,fail
861,4,8,13,20,18,5,fail
862,13,13,2,18,6,13,succeed
863,11,11,12,6,9,17,succeed
864,16,8,17,7,11,15,succeed
865,15,9,7,11,16,3,fail
866,10,11,18,8,7,11,fail
867,7,14,17,20,10,8,succeed
868,13,13,19,19,14,6,fail
869,11,13,10,4,4,18,succeed
870,18,11,11,10,18,10,succeed
871,13,8,12,10,8,15,succeed
872,9,20,12,13,4,4,fail
873,14,11,11,5,15,19,succeed
874,4,17,16,11,5,17,fail
875,14,10,10,13,14,4,fail
876,17,16,20,2,11,10,succeed
877,12,17,2,11,12,20,succeed
878,13,11,9,17,16,15,succeed
879,20,4,5,17,10,14,succeed
880,16,20,18,13,10,6,succeed
881,11,10,9,6,10,14,succeed
882,3,19,11,6,11,11,succeed
883,11,17,12,12,11,10,succeed
884,6,8,14,13,15,14,succeed
885,19,4,9,13,13,11,succeed
886,9,10,14,12,8,16,succeed
887,9,12,12,12,11,11,fail
888,18,12,17,11,12,9,succeed
889,9,14,15,10,17,19,succeed
890,12,11,5,15,15,11,succeed
891,13,17,16,17,10,12,succeed
892,16,11,5,7,10,14,succeed
893,10,10,9,18,14,15,succeed
894,19,7,16,12,7,15,succeed
895,19,10,5,13,9,12,succeed
896,11,14,6,10,13,8,succeed
897,16,9,14,14,10,9,fail
898,12,11,14,9,16,17,succeed
899,18,9,8,14,3,9,fail
900,16,15,12,17,11,9,succeed
901,9,11,11,9,13,10,fail
902,4,4,10,16,12,15,succeed
903,13,16,3,4,17,18,succeed
904,12,9,13,12,15,11,succeed
905,13,18,11,15,9,5,fail
906,15,12,17,5,13,11,fail
907,16,18,12,5,17,4,succeed
908,16,11,10,17,8,17,succeed
909,8,7,6,20,9,10,fail
910,8,11,15,11,17,7,fail
911,6,6,14,12,19,13,succeed
912,9,13,20,8,16,11,succeed
913,7,12,17,17,13,15,fail
914,18,13,17,12,10,10,succeed
915,14,7,18,16,10,10,succeed
916,16,12,13,14,16,8,succeed
917,5,13,9,9,13,11,fail
918,14,7,15,17,14,17,succeed
919,10,16,19,11,5,19,succeed
920,12,7,15,16,11,8,fail
921,8,11,17,9,11,12,succeed
922,10,6,13,9,10,17,fail
923,10,7,16,12,12,12,fail
924,14,19,10,12,6,11,succeed
925,19,5,19,12,8,6,succeed
926,10,7,18,7,11,18,succeed
927,11,12,20,10,17,9,succeed
928,15,18,11,6,8,10,succeed
929,6,12,19,12,13,11,fail
930,16,12,14,9,17,9,succeed
931,6,16,10,12,16,12,succeed
932,18,5,15,10,13,11,fail
933,4,12,13,16,8,11,succeed
934,14,10,11,17,8,14,succeed
935,14,19,8,11,15,8,succeed
936,10,10,17,5,12,11,fail
937,17,10,11,17,16,7,succeed
938,13,10,15,11,3,10,fail
939,10,11,19,9,4,7,fail
940,16,8,13,20,13,9,succeed
941,8,16,11,9,12,6,fail
942,8,4,15,13,16,11,succeed
943,15,16,3,8,10,13,succeed
944,9,8,15,6,10,15,succeed
945,11,11,14,8,10,11,succeed
946,6,18,4,15,20,10,succeed
947,14,9,10,19,7,12,succeed
948,10,5,10,14,11,11,fail
949,8,10,9,13,11,15,fail
950,14,16,12,10,13,14,succeed
951,9,4,19,14,9,12,fail
952,10,10,8,11,4,20,fail
953,16,8,12,10,11,14,succeed
954,11,16,10,15,8,15,succeed
955,14,13,16,16,9,11,succeed
956,17,11,15,13,16,6,succeed
957,13,17,9,15,7,8,succeed
958,11,10,16,7,14,9,succeed
959,14,5,13,15,14,8,succeed
960,11,13,14,20,9,13,fail
961,10,12,9,13,14,12,succeed
962,7,13,16,8,11,10,succeed
963,4,9,14,16,13,10,succeed
964,12,8,16,8,19,11,succeed
965,12,17,16,14,15,5,succeed
966,18,5,12,9,11,7,fail
967,15,12,7,11,12,17,succeed
968,15,14,4,14,15,8,succeed
969,12,18,9,13,12,7,succeed
970,11,10,9,16,7,14,succeed
971,13,10,12,14,13,9,succeed
972,13,11,15,17,14,6,succeed
973,13,14,4,12,16,15,succeed
974,16,4,17,14,7,18,fail
975,13,11,10,5,19,9,succeed
976,13,6,11,9,10,19,succeed
977,8,11,20,6,18,15,succeed
978,15,8,14,16,14,13,succeed
979,15,6,16,11,9,13,fail
980,6,7,13,12,15,7,succeed
981,12,12,5,7,12,14,succeed
982,13,8,13,9,15,8,succeed
983,12,14,9,13,2,11,succeed
984,13,17,13,11,7,9,fail
985,14,13,18,11,11,5,fail
986,11,10,10,11,12,12,succeed
987,11,18,7,10,11,9,succeed
988,10,15,14,9,11,12,succeed
989,8,11,13,3,18,10,fail
990,7,4,16,13,12,11,fail
991,14,17,11,10,17,10,succeed
992,12,7,8,15,11,15,succeed
993,17,8,7,2,15,16,succeed
994,10,10,13,18,10,10,fail
995,6,13,12,18,14,18,succeed
996,13,6,17,13,16,3,succeed
997,10,11,14,11,16,14,succeed
998,8,13,16,13,4,9,fail
999,14,10,17,6,18,8,fail
1000,11,10,14,20,10,9,succeed
1001,5,14,13,18,15,15,succeed
1002,7,10,9,19,9,12,fail
1003,13,10,17,9,16,10,fail
1004,7,15,17,7,15,16,succeed
1005,10,17,6,13,11,4,fail
1006,9,9,16,17,10,13,fail
1007,16,7,9,12,9,12,succeed
1008,13,20,13,11,10,8,succeed
1009,9,16,18,9,11,12,succeed
1010,15,10,9,20,10,14,succeed
1011,8,9,12,15,12,15,succeed
1012,13,12,15,16,13,3,succeed
1013,12,18,7,18,14,14,succeed
1014,8,16,13,10,9,10,fail
1015,6,18,5,16,11,19,succeed
1016,15,14,5,15,7,13,succeed
1017,4,9,18,13,10,11,fail
1018,11,15,16,6,11,6,fail
1019,11,9,9,16,16,8,succeed
1020,8,10,20,8,11,8,fail
1021,12,4,16,10,15,12,fail
1022,19,15,15,20,18,12,succeed
1023,15,13,18,8,5,11,fail
1024,16,6,16,19,17,14,succeed
1025,19,10,17,14,6,10,fail
1026,8,9,8,14,10,15,fail
1027,12,13,7,12,15,17,succeed
1028,9,9,16,7,8,17,succeed
1029,10,10,9,15,14,11,succeed
1030,8,11,18,17,20,5,succeed
1031,13,12,12,12,9,7,fail
1032,18,13,8,7,11,15,succeed
1033,12,19,14,12,6,12,fail
1034,10,5,16,11,18,16,fail
1035,12,18,14,9,12,9,succeed
1036,16,9,12,9,7,14,succeed
1037,16,16,13,17,11,9,succeed
1038,8,8,16,7,9,18,fail
1039,17,13,9,8,11,14,succeed
1040,9,4,9,15,19,10,fail
1041,14,18,6,14,2,7,fail
1042,14,17,3,12,12,10,succeed
1043,20,12,9,9,15,3,succeed
1044,11,6,15,14,12,15,succeed
1045,11,5,7,19,7,15,fail
1046,10,16,7,7,10,14,fail
1047,13,16,12,8,5,15,succeed
1048,2,10,16,19,9,10,fail
1049,13,10,5,11,9,14,succeed
1050,11,19,11,10,6,11,fail
1051,14,12,19,19,9,12,fail
1052,13,19,11,4,11,16,succeed
1053,17,13,14,12,17,9,fail
1054,5,10,13,17,17,7,succeed
1055,8,9,9,17,17,15,succeed
1056,16,16,5,12,14,19,succeed
1057,12,11,12,18,14,9,succeed
1058,6,14,15,9,11,8,fail
1059,8,9,12,14,2,16,fail
1060,18,10,8,18,12,16,succeed
1061,15,17,12,14,7,18,succeed
1062,4,17,15,20,7,12,succeed
1063,9,14,5,7,12,17,fail
1064,10,15,7,19,18,12,succeed
1065,9,10,14,12,14,10,fail
1066,11,17,16,7,9,14,fail
1067,17,6,6,19,8,14,fail
1068,14,11,11,13,14,12,succeed
1069,16,14,10,12,9,9,succeed
1070,16,11,14,12,16,15,fail
1071,8,15,12,5,16,9,succeed
1072,7,8,10,13,13,20,succeed
1073,10,16,8,9,19,8,succeed
1074,10,15,14,9,12,17,succeed
1075,12,12,10,16,10,15,succeed
1076,14,12,16,14,15,6,fail
1077,16,12,16,7,14,10,succeed
1078,8,11,6,11,11,13,fail
1079,11,17,12,13,17,11,succeed
1080,15,14,16,9,8,18,succeed
1081,6,16,16,13,8,12,succeed
1082,19,9,11,12,10,7,succeed
1083,15,9,17,12,14,5,fail
1084,15,17,19,12,10,11,fail
1085,11,5,16,19,10,14,fail
1086,7,9,13,15,20,17,succeed
1087,18,18,13,13,15,3,succeed
1088,12,15,11,9,20,15,succeed
1089,16,9,16,7,19,7,succeed
1090,14,10,20,6,13,20,succeed
1091,13,11,18,14,13,12,fail
1092,10,16,11,4,7,18,succeed
1093,13,19,8,14,2,9,fail
1094,17,6,18,8,9,11,succeed
1095,17,10,12,9,11,20,succeed
1096,18,11,13,9,16,16,succeed
1097,10,11,10,9,12,14,succeed
1098,9,10,19,13,8,8,fail
1099,13,8,12,12,5,12,succeed
1100,9,18,15,12,11,12,succeed
1101,16,8,8,12,9,11,succeed
1102,16,14,18,7,10,13,fail
1103,16,10,9,10,9,12,succeed
1104,12,5,11,11,9,17,succeed
1105,20,14,10,6,17,11,succeed
1106,13,10,13,10,13,8,succeed
1107,6,20,13,12,9,9,succeed
1108,2,10,13,13,18,10,fail
1109,15,14,9,11,10,2,fail
1110,8,9,16,6,17,10,fail
1111,11,11,8,12,11,15,succeed
1112,11,12,12,14,13,11,fail
1113,15,18,11,12,11,13,succeed
1114,15,14,18,10,7,13,succeed
1115,6,12,13,10,11,12,fail
1116,7,10,17,13,16,16,succeed
1117,9,5,14,12,12,11,fail
1118,17,11,13,17,10,7,succeed
1119,12,17,5,9,9,8,succeed
1120,17,8,13,12,9,10,succeed
1121,19,8,11,13,12,20,succeed
1122,10,12,13,10,13,12,succeed
1123,11,15,12,12,10,9,succeed
1124,13,13,11,12,15,3,fail
1125,13,14,14,9,15,13,succeed
1126,15,5,12,15,16,4,fail
1127,15,7,14,5,15,10,fail
1128,11,16,15,18,12,7,fail
1129,8,14,13,14,10,19,succeed
1130,3,14,14,14,9,14,succeed
1131,15,6,15,16,13,6,fail
1132,9,12,15,11,12,9,succeed
1133,6,10,11,15,11,18,succeed
1134,7,5,13,6,15,16,fail
1135,11,13,13,14,12,11,succeed
1136,12,3,20,9,12,11,succeed
1137,14,6,10,9,14,7,succeed
1138,12,11,14,10,19,4,fail
1139,9,19,16,6,16,7,succeed
1140,10,16,8,13,10,19,succeed
1141,12,11,15,8,10,11,fail
1142,16,8,10,9,16,19,succeed
1143,10,18,10,7,17,5,fail
1144,15,15,11,12,6,13,succeed
1145,4,11,14,15,13,11,fail
1146,17,17,15,6,8,17,succeed
1147,10,13,15,9,6,12,fail
1148,2,11,16,8,14,10,fail
1149,15,11,4,12,9,14,succeed
1150,18,10,11,7,8,12,succeed
1151,9,14,11,12,12,17,succeed
1152,7,13,12,15,10,5,fail
1153,9,8,15,9,14,16,succeed
1154,9,9,13,4,18,7,succeed
1155,7,13,13,20,14,5,succeed
1156,13,10,13,16,12,18,succeed
1157,8,12,11,15,6,15,succeed
1158,18,19,5,7,14,5,succeed
1159,11,12,15,5,12,5,fail
1160,12,11,10,11,20,14,fail
1161,12,11,12,6,9,11,fail
1162,14,6,11,5,17,14,fail
1163,19,13,13,12,4,6,succeed
1164,9,11,14,7,12,15,succeed
1165,10,14,12,9,6,10,succeed
1166,14,6,16,8,11,6,fail
1167,17,9,12,14,13,13,fail
1168,14,11,10,12,13,14,succeed
1169,17,4,13,14,13,5,fail
1170,11,9,15,9,16,16,succeed
1171,13,17,10,9,8,10,succeed
1172,8,16,13,12,17,11,fail
1173,13,11,12,10,7,9,fail
1174,14,6,12,13,8,11,fail
1175,20,5,17,9,15,12,succeed
1176,12,12,7,9,6,18,succeed
1177,16,19,3,15,7,16,succeed
1178,9,19,9,10,18,13,succeed
1179,8,15,12,16,6,9,succeed
1180,11,17,5,7,10,11,succeed
1181,11,14,13,13,6,8,fail
1182,18,10,17,17,10,10,succeed
1183,6,6,16,12,17,5,fail
1184,16,8,10,10,9,11,succeed
1185,3,10,17,11,19,8,fail
1186,13,11,11,9,10,11,fail
1187,19,17,10,13,9,10,succeed
1188,16,8,13,8,12,7,fail
1189,15,18,10,12,6,11,succeed
1190,8,13,14,16,14,10,succeed
1191,14,11,14,8,18,11,succeed
1192,13,2,9,19,17,12,succeed
1193,5,16,11,13,5,15,fail
1194,4,8,10,10,14,16,succeed
1195,13,6,15,10,19,11,fail
1196,6,10,10,14,11,11,fail
1197,13,8,10,10,11,15,succeed
1198,6,10,17,15,12,9,fail
1199,13,11,18,15,13,4,fail
1200,7,10,19,15,17,3,succeed
1201,9,9,19,14,13,15,fail
1202,16,4,14,12,14,12,fail
1203,8,16,9,6,15,10,succeed
1204,15,10,13,10,16,5,fail
1205,14,9,9,15,8,11,succeed
1206,11,19,8,11,12,10,succeed
1207,12,10,7,8,10,15,succeed
1208,7,14,5,8,15,11,succeed
1209,5,10,14,9,8,17,fail
1210,11,9,17,8,18,14,succeed
1211,12,13,10,5,15,6,succeed
1212,12,15,10,15,4,11,fail
1213,11,16,10,11,7,12,succeed
1214,20,9,16,12,8,11,succeed
1215,9,18,8,12,3,12,succeed
1216,12,16,9,14,16,12,succeed
1217,13,4,9,13,10,16,fail
1218,10,19,10,7,6,15,succeed
1219,4,17,16,10,12,13,succeed
1220,11,12,15,6,12,13,fail
1221,17,9,11,9,15,18,succeed
1222,13,11,12,9,13,10,succeed
1223,10,14,18,4,14,18,succeed
1224,9,12,15,12,16,11,succeed
1225,12,7,16,5,9,11,fail
1226,12,7,13,8,14,7,fail
1227,16,16,3,15,14,11,succeed
1228,14,13,12,12,7,7,fail
1229,18,10,14,12,13,8,succeed
1230,10,14,12,6,15,6,fail
1231,4,15,13,12,8,13,succeed
1232,13,4,11,16,9,9,succeed
1233,9,12,12,11,9,9,succeed
1234,18,13,13,11,14,7,succeed
1235,9,13,15,14,10,13,succeed
1236,16,13,11,16,6,8,succeed
1237,7,12,15,12,9,19,succeed
1238,15,9,11,11,9,10,succeed
1239,10,16,5,11,11,10,succeed
1240,16,5,8,13,11,12,fail
1241,10,14,9,11,17,17,succeed
1242,19,13,16,13,12,7,succeed
1243,13,8,17,12,16,17,succeed
1244,12,8,15,13,10,11,succeed
1245,17,13,17,3,11,16,succeed
1246,17,5,12,11,13,13,fail
1247,6,14,12,13,13,13,fail
1248,17,17,12,10,13,15,succeed
1249,17,14,10,12,8,9,fail
1250,5,16,12,17,13,9,succeed
1251,8,17,10,9,17,10,succeed
1252,17,14,3,16,18,10,succeed
1253,12,9,12,14,17,19,succeed
1254,8,15,10,15,15,10,succeed
1255,7,10,14,10,10,17,succeed
1256,10,12,11,11,10,14,fail
1257,16,14,16,8,8,8,succeed
1258,8,19,15,10,8,2,fail
1259,14,10,8,12,9,19,succeed
1260,20,14,12,16,15,7,succeed
1261,10,13,18,11,13,11,succeed
1262,13,3,5,19,17,14,succeed
1263,10,18,18,12,12,16,succeed
1264,15,11,9,7,17,9,succeed
1265,9,16,7,11,8,11,fail
1266,12,14,8,12,6,8,fail
1267,9,7,19,12,13,11,fail
1268,10,10,11,12,11,7,fail
1269,12,12,11,20,14,15,succeed
1270,10,16,9,10,6,10,fail
1271,16,11,16,18,15,14,succeed
1272,12,11,11,10,9,12,succeed
1273,10,6,6,14,9,17,succeed
1274,13,8,20,13,12,9,fail
1275,17,16,15,14,14,12,succeed
1276,13,13,12,5,13,16,succeed
1277,16,11,10,12,15,12,succeed
1278,11,15,15,16,19,15,succeed
1279,7,13,11,11,6,15,succeed
1280,9,8,16,10,9,14,succeed
1281,8,12,11,9,13,10,succeed
1282,16,16,11,6,11,12,succeed
1283,11,18,12,6,13,8,fail
1284,10,8,4,14,18,16,fail
1285,15,6,15,14,6,11,succeed
1286,7,4,13,14,7,15,fail
1287,13,11,3,9,16,12,succeed
1288,19,10,3,11,8,16,succeed
1289,3,11,7,12,18,16,succeed
1290,4,10,10,9,13,14,succeed
1291,14,13,8,7,15,9,fail
1292,7,20,18,6,5,5,fail
1293,10,8,4,8,19,16,succeed
1294,18,10,19,4,12,17,succeed
1295,4,10,13,12,16,5,fail
1296,16,17,12,7,18,9,succeed
1297,9,15,8,18,15,16,succeed
1298,10,11,17,6,14,14,fail
1299,9,12,4,9,14,15,fail
1300,13,4,8,14,13,19,succeed
1301,14,11,10,6,8,16,succeed
1302,6,13,12,14,8,13,succeed
1303,15,11,16,6,10,11,succeed
1304,12,11,9,7,17,12,succeed
1305,18,11,12,15,15,11,succeed
1306,17,18,11,8,13,12,succeed
1307,11,6,10,15,11,13,fail
1308,15,14,13,10,9,13,succeed
1309,14,6,15,11,7,11,fail
1310,13,9,10,14,10,11,fail
1311,14,9,20,15,6,5,fail
1312,14,15,5,14,10,14,succeed
1313,12,9,16,4,8,11,fail
1314,12,8,17,11,14,7,fail
1315,15,6,19,19,8,17,succeed
1316,6,9,19,14,16,11,fail
1317,13,13,3,12,16,13,succeed
1318,16,12,9,9,6,13,fail
1319,14,17,10,9,19,10,succeed
1320,17,12,5,8,18,6,succeed
1321,9,16,10,10,8,10,succeed
1322,10,15,10,17,9,10,fail
1323,14,9,7,20,2,11,fail
1324,19,9,13,13,6,17,fail
1325,16,17,11,17,12,5,fail
1326,16,17,17,16,9,14,succeed
1327,13,10,14,8,9,11,fail
1328,13,14,11,14,8,6,succeed
1329,12,13,15,12,11,12,fail
1330,10,17,16,7,17,10,succeed
1331,17,17,16,5,8,17,succeed
1332,14,16,16,6,13,14,succeed
1333,15,9,11,16,15,10,succeed
1334,4,13,11,13,11,18,fail
1335,9,12,19,16,16,14,succeed
1336,12,19,13,15,14,7,succeed
1337,13,15,15,18,15,9,succeed
1338,18,12,5,5,14,9,succeed
1339,7,8,6,13,13,16,fail
1340,12,11,15,10,6,14,succeed
1341,11,6,15,8,13,10,succeed
1342,10,7,8,15,12,10,succeed
1343,11,12,3,13,15,16,succeed
1344,15,13,20,17,11,12,succeed
1345,9,10,8,20,7,19,succeed
1346,9,9,4,12,12,18,succeed
1347,20,5,12,7,10,9,fail
1348,5,6,12,12,13,14,succeed
1349,7,8,11,16,11,8,fail
1350,10,13,15,8,12,17,succeed
1351,10,5,20,5,10,12,fail
1352,16,10,13,2,9,17,fail
1353,12,10,18,19,8,7,succeed
1354,8,11,15,15,10,8,succeed
1355,11,17,14,8,19,15,succeed
1356,6,7,9,16,12,18,succeed
1357,13,7,11,13,13,17,succeed
1358,20,6,14,15,16,4,succeed
1359,20,7,8,11,8,12,succeed
1360,10,6,11,16,16,10,fail
1361,4,5,12,20,6,13,fail
1362,12,7,8,19,15,5,succeed
1363,18,13,15,6,18,8,succeed
1364,10,10,11,19,13,5,succeed
1365,9,13,13,7,19,11,succeed
1366,7,4,12,12,12,15,succeed
1367,13,12,12,10,16,12,succeed
1368,11,19,9,15,13,9,succeed
1369,10,13,8,11,5,15,succeed
1370,17,12,14,16,6,17,succeed
1371,16,11,17,8,9,5,fail
1372,13,15,7,15,14,11,fail
1373,19,18,13,8,10,6,succeed
1374,9,10,11,9,11,14,succeed
1375,3,9,16,15,9,11,fail
1376,11,14,7,19,8,16,succeed
1377,16,7,10,15,9,12,succeed
1378,9,18,12,9,13,17,succeed
1379,9,10,15,14,12,10,fail
1380,7,8,15,11,12,13,fail
1381,18,7,8,9,17,14,succeed
1382,16,19,8,10,14,12,succeed
1383,13,14,15,18,16,5,succeed
1384,16,13,11,14,10,11,succeed
1385,6,17,12,16,6,10,succeed
1386,13,18,15,9,11,10,succeed
1387,16,18,5,17,15,19,succeed
1388,12,17,15,10,11,10,succeed
1389,12,15,17,10,11,11,succeed
1390,13,17,11,9,16,9,succeed
1391,4,9,13,11,10,14,succeed
1392,15,8,17,14,11,8,succeed
1393,9,16,5,9,11,14,succeed
1394,11,7,18,6,14,6,fail
1395,11,12,13,8,17,19,succeed
1396,13,10,15,12,14,8,fail
1397,13,17,18,12,2,9,fail
1398,11,14,14,11,11,11,succeed
1399,19,13,4,10,8,13,succeed
1400,7,4,18,14,9,12,fail
1401,12,14,18,13,11,5,fail
1402,16,5,15,9,9,6,fail
1403,20,9,14,8,6,11,fail
1404,8,13,12,15,16,7,succeed
1405,12,9,9,20,7,19,succeed
1406,14,7,10,14,12,17,succeed
1407,11,4,13,17,6,9,fail
1408,12,14,14,18,15,14,succeed
1409,12,8,2,20,13,9,succeed
1410,11,12,9,7,10,11,fail
1411,9,11,19,5,16,11,fail
1412,8,16,10,13,14,3,fail
1413,15,15,11,6,13,17,fail
1414,6,13,15,13,10,14,succeed
1415,13,13,7,8,7,17,succeed
1416,15,11,9,14,6,8,fail
1417,11,12,12,13,10,13,succeed
1418,12,12,10,11,12,16,succeed
1419,8,16,15,7,9,18,fail
1420,14,8,14,14,10,15,succeed
1421,14,15,4,15,10,10,fail
1422,12,14,7,8,12,9,succeed
1423,4,15,11,15,19,9,succeed
1424,13,15,9,14,12,8,fail
1425,10,13,10,10,11,15,succeed
1426,17,12,9,10,8,10,succeed
1427,11,15,12,20,11,15,succeed
1428,11,13,9,18,8,7,succeed
1429,19,18,19,7,16,13,succeed
1430,19,14,7,10,9,14,succeed
1431,11,13,11,7,11,9,fail
1432,11,12,14,10,6,14,fail
1433,17,12,5,10,11,14,succeed
1434,15,8,7,9,11,10,succeed
1435,18,13,11,9,9,10,succeed
1436,11,18,13,6,10,4,fail
1437,4,15,10,11,10,13,fail
1438,11,10,6,11,8,15,succeed
1439,10,12,13,12,8,13,fail
1440,13,15,10,14,16,10,succeed
1441,3,16,13,14,9,16,succeed
1442,12,15,12,7,15,10,succeed
1443,19,15,10,12,6,7,fail
1444,12,15,7,12,4,19,fail
1445,15,11,10,8,15,12,succeed
1446,17,16,11,9,13,12,succeed
1447,5,10,13,13,12,17,succeed
1448,13,13,11,12,11,8,succeed
1449,2,10,11,12,16,9,fail
1450,13,4,12,10,14,16,fail
1451,10,15,6,11,15,7,fail
1452,6,14,16,12,5,12,fail
1453,11,9,12,10,4,16,fail
1454,12,14,14,10,10,9,succeed
1455,11,7,14,16,15,8,fail
1456,13,12,14,13,11,9,succeed
1457,10,11,12,10,11,9,fail
1458,6,11,12,11,13,11,fail
1459,14,14,8,14,9,7,fail
1460,3,12,14,18,10,3,fail
1461,8,11,11,10,10,15,succeed
1462,9,11,12,4,15,10,fail
1463,15,12,9,18,18,6,succeed
1464,17,13,3,15,10,12,fail
1465,15,13,4,6,15,8,succeed
1466,12,7,2,19,18,6,succeed
1467,11,14,19,8,10,8,succeed
1468,6,19,13,5,3,17,fail
1469,13,16,11,11,3,17,fail
1470,19,7,12,14,18,7,succeed
1471,12,14,14,9,14,11,succeed
1472,5,16,9,11,14,13,fail
1473,17,13,6,10,8,11,succeed
1474,7,20,9,10,13,4,fail
1475,13,6,9,10,15,14,succeed
1476,14,17,11,15,20,9,succeed
1477,13,8,14,17,7,14,succeed
1478,11,11,15,8,12,12,succeed
1479,7,6,12,8,10,17,fail
1480,16,11,16,11,18,11,fail
1481,9,7,10,12,16,13,succeed
1482,20,11,9,9,11,13,succeed
1483,14,16,13,9,9,15,succeed
1484,18,4,6,11,13,11,succeed
1485,15,9,11,13,9,14,succeed
1486,17,17,11,9,10,4,succeed
1487,15,12,10,14,9,10,succeed
1488,15,13,9,7,9,8,succeed
1489,18,8,15,10,6,10,succeed
1490,6,17,14,14,11,7,succeed
1491,12,10,17,10,15,10,succeed
1492,14,13,14,11,16,6,succeed
1493,18,13,9,11,16,20,succeed
1494,13,12,12,2,15,13,fail
1495,12,16,8,10,17,17,fail
1496,7,8,11,12,11,18,fail
1497,9,9,10,12,12,18,succeed
1498,6,14,13,4,17,16,succeed
1499,14,12,7,7,15,17,succeed
1500,15,14,8,13,4,12,succeed
1501,10,14,12,13,16,12,succeed
1502,13,13,17,8,13,8,succeed
1503,11,14,13,12,11,11,fail
1504,5,9,13,18,12,6,fail
1505,6,14,6,18,11,11,succeed
1506,10,11,11,12,14,10,fail
1507,13,16,3,11,10,9,fail
1508,10,15,16,11,13,11,fail
1509,11,11,17,4,8,17,succeed
1510,16,18,10,10,8,9,succeed
1511,10,16,14,13,13,15,succeed
1512,11,6,13,13,11,7,fail
1513,13,12,13,18,7,13,succeed
1514,13,11,14,8,10,16,succeed
1515,16,11,14,3,10,16,fail
1516,12,9,17,9,9,6,fail
1517,14,8,8,18,11,18,succeed
1518,18,10,12,10,15,10,succeed
1519,13,18,6,11,13,13,succeed
1520,9,11,9,15,12,8,fail
1521,10,14,12,13,12,6,fail
1522,10,12,4,7,13,14,fail
1523,10,16,19,10,11,17,succeed
1524,12,3,17,11,6,14,fail
1525,16,10,5,10,10,9,succeed
1526,9,17,11,14,14,14,succeed
1527,14,9,10,18,12,13,succeed
1528,12,11,19,12,8,13,fail
1529,14,10,12,4,16,9,succeed
1530,3,13,10,7,10,18,fail
1531,13,10,11,18,12,12,fail
1532,13,18,9,17,13,10,succeed
1533,15,18,13,4,9,20,succeed
1534,12,17,7,13,14,3,succeed
1535,13,6,9,14,11,10,fail
1536,13,14,6,10,16,6,succeed
1537,9,7,12,12,12,16,succeed
1538,12,13,6,12,11,11,fail
1539,14,16,20,12,16,10,succeed
1540,8,20,13,7,7,7,succeed
1541,17,16,11,10,8,8,succeed
1542,16,20,14,19,6,18,succeed
1543,6,13,14,14,17,6,succeed
1544,9,11,16,7,10,13,fail
1545,18,7,8,12,15,2,succeed
1546,11,14,17,14,13,17,fail
1547,14,9,15,8,15,8,succeed
1548,6,16,14,15,17,13,succeed
1549,18,9,15,11,12,8,succeed
1550,15,19,9,6,12,11,succeed
